# Output from hector version 2.5.0
year,run_name,spinup,component,variable,value,units
7,gcam,1,simpleNbox,npp,50,Pg C/yr
7,gcam,1,simpleNbox,rh,50.1,Pg C/yr
7,gcam,1,simpleNbox,Ca,276.1,ppmv CO2
7,gcam,1,simpleNbox,atmos_c,588.1,Pg C
7,gcam,1,simpleNbox,atmos_c_residual,0.09117,Pg C
7,gcam,1,simpleNbox,veg_c,539,Pg C
7,gcam,1,simpleNbox,detritus_c,57.11,Pg C
7,gcam,1,simpleNbox,soil_c,1791,Pg C
7,gcam,1,simpleNbox,earth_c,0,Pg C
7,gcam,1,temperature,Tgav,0,degC
7,gcam,1,temperature,flux_mixed,0,W/m2
7,gcam,1,temperature,flux_interior,0,W/m2
7,gcam,1,temperature,heatflux,0,W/m2
8,gcam,1,OH,TAU_OH,6.6,Years
8,gcam,1,CH4,CH4,653,ppbv CH4
8,gcam,1,ozone,O3,30,DU O3
8,gcam,1,N2O,N2O,273,ppbv N2O
8,gcam,1,CF4_halocarbon,hc_concentration,35,pptv
8,gcam,1,C2F6_halocarbon,hc_concentration,0,pptv
8,gcam,1,HFC23_halocarbon,hc_concentration,0,pptv
8,gcam,1,HFC32_halocarbon,hc_concentration,0,pptv
8,gcam,1,HFC4310_halocarbon,hc_concentration,0,pptv
8,gcam,1,HFC125_halocarbon,hc_concentration,0,pptv
8,gcam,1,HFC134a_halocarbon,hc_concentration,0,pptv
8,gcam,1,HFC143a_halocarbon,hc_concentration,0,pptv
8,gcam,1,HFC227ea_halocarbon,hc_concentration,0,pptv
8,gcam,1,HFC245fa_halocarbon,hc_concentration,0,pptv
8,gcam,1,SF6_halocarbon,hc_concentration,0,pptv
8,gcam,1,CFC11_halocarbon,hc_concentration,0,pptv
8,gcam,1,CFC12_halocarbon,hc_concentration,0,pptv
8,gcam,1,CFC113_halocarbon,hc_concentration,0,pptv
8,gcam,1,CFC114_halocarbon,hc_concentration,0,pptv
8,gcam,1,CFC115_halocarbon,hc_concentration,0,pptv
8,gcam,1,CCl4_halocarbon,hc_concentration,0,pptv
8,gcam,1,CH3CCl3_halocarbon,hc_concentration,0,pptv
8,gcam,1,HCF22_halocarbon,hc_concentration,0,pptv
8,gcam,1,HCF141b_halocarbon,hc_concentration,0,pptv
8,gcam,1,HCF142b_halocarbon,hc_concentration,0,pptv
8,gcam,1,halon1211_halocarbon,hc_concentration,0,pptv
8,gcam,1,halon1301_halocarbon,hc_concentration,0,pptv
8,gcam,1,halon2402_halocarbon,hc_concentration,0,pptv
8,gcam,1,CH3Br_halocarbon,hc_concentration,5.8,pptv
8,gcam,1,CH3Cl_halocarbon,hc_concentration,504,pptv
8,gcam,1,ocean,atm_ocean_flux_HL,1,Pg C/yr
8,gcam,1,ocean,atm_ocean_flux_LL,-1,Pg C/yr
8,gcam,1,ocean,carbon_DO,2.599e+04,Pg C
8,gcam,1,ocean,carbon_HL,139.6,Pg C
8,gcam,1,ocean,carbon_IO,8404,Pg C
8,gcam,1,ocean,carbon_LL,776.6,Pg C
8,gcam,1,ocean,DIC_HL,2096,umol/kg
8,gcam,1,ocean,DIC_LL,2058,umol/kg
8,gcam,1,ocean,HL_DO_Cflux,98.9,Pg C/yr
8,gcam,1,ocean,atm_ocean_flux,0,Pg C/yr
8,gcam,1,ocean,OmegaAr_HL,0,(undefined)
8,gcam,1,ocean,OmegaAr_LL,0,(undefined)
8,gcam,1,ocean,OmegaCa_HL,0,(undefined)
8,gcam,1,ocean,OmegaCa_LL,0,(undefined)
8,gcam,1,ocean,PCO2_HL,0,(undefined)
8,gcam,1,ocean,PCO2_LL,0,(undefined)
8,gcam,1,ocean,pH_HL,0,(undefined)
8,gcam,1,ocean,pH_LL,0,(undefined)
8,gcam,1,ocean,Temp_HL,2,degC
8,gcam,1,ocean,Temp_LL,22,degC
8,gcam,1,ocean,ocean_c,3.531e+04,Pg C
8,gcam,1,ocean,CO3_HL,0,(undefined)
8,gcam,1,ocean,CO3_LL,0,(undefined)
8,gcam,1,ocean,ocean_timesteps,1,(unitless)
8,gcam,1,simpleNbox,atm_land_flux,-0.1159,Pg C/yr
8,gcam,1,simpleNbox,npp,50,Pg C/yr
8,gcam,1,simpleNbox,rh,50.12,Pg C/yr
8,gcam,1,simpleNbox,Ca,276.1,ppmv CO2
8,gcam,1,simpleNbox,atmos_c,588.1,Pg C
8,gcam,1,simpleNbox,atmos_c_residual,0.1039,Pg C
8,gcam,1,simpleNbox,veg_c,537.6,Pg C
8,gcam,1,simpleNbox,detritus_c,57.05,Pg C
8,gcam,1,simpleNbox,soil_c,1793,Pg C
8,gcam,1,simpleNbox,earth_c,0,Pg C
8,gcam,1,temperature,Tgav,0,degC
8,gcam,1,temperature,flux_mixed,0,W/m2
8,gcam,1,temperature,flux_interior,0,W/m2
8,gcam,1,temperature,heatflux,0,W/m2
9,gcam,1,OH,TAU_OH,6.6,Years
9,gcam,1,CH4,CH4,653,ppbv CH4
9,gcam,1,ozone,O3,30,DU O3
9,gcam,1,N2O,N2O,273,ppbv N2O
9,gcam,1,CF4_halocarbon,hc_concentration,35,pptv
9,gcam,1,C2F6_halocarbon,hc_concentration,0,pptv
9,gcam,1,HFC23_halocarbon,hc_concentration,0,pptv
9,gcam,1,HFC32_halocarbon,hc_concentration,0,pptv
9,gcam,1,HFC4310_halocarbon,hc_concentration,0,pptv
9,gcam,1,HFC125_halocarbon,hc_concentration,0,pptv
9,gcam,1,HFC134a_halocarbon,hc_concentration,0,pptv
9,gcam,1,HFC143a_halocarbon,hc_concentration,0,pptv
9,gcam,1,HFC227ea_halocarbon,hc_concentration,0,pptv
9,gcam,1,HFC245fa_halocarbon,hc_concentration,0,pptv
9,gcam,1,SF6_halocarbon,hc_concentration,0,pptv
9,gcam,1,CFC11_halocarbon,hc_concentration,0,pptv
9,gcam,1,CFC12_halocarbon,hc_concentration,0,pptv
9,gcam,1,CFC113_halocarbon,hc_concentration,0,pptv
9,gcam,1,CFC114_halocarbon,hc_concentration,0,pptv
9,gcam,1,CFC115_halocarbon,hc_concentration,0,pptv
9,gcam,1,CCl4_halocarbon,hc_concentration,0,pptv
9,gcam,1,CH3CCl3_halocarbon,hc_concentration,0,pptv
9,gcam,1,HCF22_halocarbon,hc_concentration,0,pptv
9,gcam,1,HCF141b_halocarbon,hc_concentration,0,pptv
9,gcam,1,HCF142b_halocarbon,hc_concentration,0,pptv
9,gcam,1,halon1211_halocarbon,hc_concentration,0,pptv
9,gcam,1,halon1301_halocarbon,hc_concentration,0,pptv
9,gcam,1,halon2402_halocarbon,hc_concentration,0,pptv
9,gcam,1,CH3Br_halocarbon,hc_concentration,5.8,pptv
9,gcam,1,CH3Cl_halocarbon,hc_concentration,504,pptv
9,gcam,1,ocean,atm_ocean_flux_HL,1,Pg C/yr
9,gcam,1,ocean,atm_ocean_flux_LL,-1,Pg C/yr
9,gcam,1,ocean,carbon_DO,2.599e+04,Pg C
9,gcam,1,ocean,carbon_HL,139.5,Pg C
9,gcam,1,ocean,carbon_IO,8404,Pg C
9,gcam,1,ocean,carbon_LL,777.1,Pg C
9,gcam,1,ocean,DIC_HL,2094,umol/kg
9,gcam,1,ocean,DIC_LL,2059,umol/kg
9,gcam,1,ocean,HL_DO_Cflux,98.89,Pg C/yr
9,gcam,1,ocean,atm_ocean_flux,0,Pg C/yr
9,gcam,1,ocean,OmegaAr_HL,0,(undefined)
9,gcam,1,ocean,OmegaAr_LL,0,(undefined)
9,gcam,1,ocean,OmegaCa_HL,0,(undefined)
9,gcam,1,ocean,OmegaCa_LL,0,(undefined)
9,gcam,1,ocean,PCO2_HL,0,(undefined)
9,gcam,1,ocean,PCO2_LL,0,(undefined)
9,gcam,1,ocean,pH_HL,0,(undefined)
9,gcam,1,ocean,pH_LL,0,(undefined)
9,gcam,1,ocean,Temp_HL,2,degC
9,gcam,1,ocean,Temp_LL,22,degC
9,gcam,1,ocean,ocean_c,3.531e+04,Pg C
9,gcam,1,ocean,CO3_HL,0,(undefined)
9,gcam,1,ocean,CO3_LL,0,(undefined)
9,gcam,1,ocean,ocean_timesteps,1,(unitless)
9,gcam,1,simpleNbox,atm_land_flux,-0.1272,Pg C/yr
9,gcam,1,simpleNbox,npp,50,Pg C/yr
9,gcam,1,simpleNbox,rh,50.13,Pg C/yr
9,gcam,1,simpleNbox,Ca,276.1,ppmv CO2
9,gcam,1,simpleNbox,atmos_c,588.1,Pg C
9,gcam,1,simpleNbox,atmos_c_residual,0.1159,Pg C
9,gcam,1,simpleNbox,veg_c,536.3,Pg C
9,gcam,1,simpleNbox,detritus_c,57,Pg C
9,gcam,1,simpleNbox,soil_c,1794,Pg C
9,gcam,1,simpleNbox,earth_c,0,Pg C
9,gcam,1,temperature,Tgav,0,degC
9,gcam,1,temperature,flux_mixed,0,W/m2
9,gcam,1,temperature,flux_interior,0,W/m2
9,gcam,1,temperature,heatflux,0,W/m2
10,gcam,1,OH,TAU_OH,6.6,Years
10,gcam,1,CH4,CH4,653,ppbv CH4
10,gcam,1,ozone,O3,30,DU O3
10,gcam,1,N2O,N2O,273,ppbv N2O
10,gcam,1,CF4_halocarbon,hc_concentration,35,pptv
10,gcam,1,C2F6_halocarbon,hc_concentration,0,pptv
10,gcam,1,HFC23_halocarbon,hc_concentration,0,pptv
10,gcam,1,HFC32_halocarbon,hc_concentration,0,pptv
10,gcam,1,HFC4310_halocarbon,hc_concentration,0,pptv
10,gcam,1,HFC125_halocarbon,hc_concentration,0,pptv
10,gcam,1,HFC134a_halocarbon,hc_concentration,0,pptv
10,gcam,1,HFC143a_halocarbon,hc_concentration,0,pptv
10,gcam,1,HFC227ea_halocarbon,hc_concentration,0,pptv
10,gcam,1,HFC245fa_halocarbon,hc_concentration,0,pptv
10,gcam,1,SF6_halocarbon,hc_concentration,0,pptv
10,gcam,1,CFC11_halocarbon,hc_concentration,0,pptv
10,gcam,1,CFC12_halocarbon,hc_concentration,0,pptv
10,gcam,1,CFC113_halocarbon,hc_concentration,0,pptv
10,gcam,1,CFC114_halocarbon,hc_concentration,0,pptv
10,gcam,1,CFC115_halocarbon,hc_concentration,0,pptv
10,gcam,1,CCl4_halocarbon,hc_concentration,0,pptv
10,gcam,1,CH3CCl3_halocarbon,hc_concentration,0,pptv
10,gcam,1,HCF22_halocarbon,hc_concentration,0,pptv
10,gcam,1,HCF141b_halocarbon,hc_concentration,0,pptv
10,gcam,1,HCF142b_halocarbon,hc_concentration,0,pptv
10,gcam,1,halon1211_halocarbon,hc_concentration,0,pptv
10,gcam,1,halon1301_halocarbon,hc_concentration,0,pptv
10,gcam,1,halon2402_halocarbon,hc_concentration,0,pptv
10,gcam,1,CH3Br_halocarbon,hc_concentration,5.8,pptv
10,gcam,1,CH3Cl_halocarbon,hc_concentration,504,pptv
10,gcam,1,ocean,atm_ocean_flux_HL,1,Pg C/yr
10,gcam,1,ocean,atm_ocean_flux_LL,-1,Pg C/yr
10,gcam,1,ocean,carbon_DO,2.599e+04,Pg C
10,gcam,1,ocean,carbon_HL,139.5,Pg C
10,gcam,1,ocean,carbon_IO,8404,Pg C
10,gcam,1,ocean,carbon_LL,777.6,Pg C
10,gcam,1,ocean,DIC_HL,2095,umol/kg
10,gcam,1,ocean,DIC_LL,2060,umol/kg
10,gcam,1,ocean,HL_DO_Cflux,98.73,Pg C/yr
10,gcam,1,ocean,atm_ocean_flux,0,Pg C/yr
10,gcam,1,ocean,OmegaAr_HL,0,(undefined)
10,gcam,1,ocean,OmegaAr_LL,0,(undefined)
10,gcam,1,ocean,OmegaCa_HL,0,(undefined)
10,gcam,1,ocean,OmegaCa_LL,0,(undefined)
10,gcam,1,ocean,PCO2_HL,0,(undefined)
10,gcam,1,ocean,PCO2_LL,0,(undefined)
10,gcam,1,ocean,pH_HL,0,(undefined)
10,gcam,1,ocean,pH_LL,0,(undefined)
10,gcam,1,ocean,Temp_HL,2,degC
10,gcam,1,ocean,Temp_LL,22,degC
10,gcam,1,ocean,ocean_c,3.531e+04,Pg C
10,gcam,1,ocean,CO3_HL,0,(undefined)
10,gcam,1,ocean,CO3_LL,0,(undefined)
10,gcam,1,ocean,ocean_timesteps,1,(unitless)
10,gcam,1,simpleNbox,atm_land_flux,-0.1378,Pg C/yr
10,gcam,1,simpleNbox,npp,50,Pg C/yr
10,gcam,1,simpleNbox,rh,50.14,Pg C/yr
10,gcam,1,simpleNbox,Ca,276.1,ppmv CO2
10,gcam,1,simpleNbox,atmos_c,588.1,Pg C
10,gcam,1,simpleNbox,atmos_c_residual,0.1272,Pg C
10,gcam,1,simpleNbox,veg_c,535,Pg C
10,gcam,1,simpleNbox,detritus_c,56.94,Pg C
10,gcam,1,simpleNbox,soil_c,1795,Pg C
10,gcam,1,simpleNbox,earth_c,0,Pg C
10,gcam,1,temperature,Tgav,0,degC
10,gcam,1,temperature,flux_mixed,0,W/m2
10,gcam,1,temperature,flux_interior,0,W/m2
10,gcam,1,temperature,heatflux,0,W/m2
11,gcam,1,OH,TAU_OH,6.6,Years
11,gcam,1,CH4,CH4,653,ppbv CH4
11,gcam,1,ozone,O3,30,DU O3
11,gcam,1,N2O,N2O,273,ppbv N2O
11,gcam,1,CF4_halocarbon,hc_concentration,35,pptv
11,gcam,1,C2F6_halocarbon,hc_concentration,0,pptv
11,gcam,1,HFC23_halocarbon,hc_concentration,0,pptv
11,gcam,1,HFC32_halocarbon,hc_concentration,0,pptv
11,gcam,1,HFC4310_halocarbon,hc_concentration,0,pptv
11,gcam,1,HFC125_halocarbon,hc_concentration,0,pptv
11,gcam,1,HFC134a_halocarbon,hc_concentration,0,pptv
11,gcam,1,HFC143a_halocarbon,hc_concentration,0,pptv
11,gcam,1,HFC227ea_halocarbon,hc_concentration,0,pptv
11,gcam,1,HFC245fa_halocarbon,hc_concentration,0,pptv
11,gcam,1,SF6_halocarbon,hc_concentration,0,pptv
11,gcam,1,CFC11_halocarbon,hc_concentration,0,pptv
11,gcam,1,CFC12_halocarbon,hc_concentration,0,pptv
11,gcam,1,CFC113_halocarbon,hc_concentration,0,pptv
11,gcam,1,CFC114_halocarbon,hc_concentration,0,pptv
11,gcam,1,CFC115_halocarbon,hc_concentration,0,pptv
11,gcam,1,CCl4_halocarbon,hc_concentration,0,pptv
11,gcam,1,CH3CCl3_halocarbon,hc_concentration,0,pptv
11,gcam,1,HCF22_halocarbon,hc_concentration,0,pptv
11,gcam,1,HCF141b_halocarbon,hc_concentration,0,pptv
11,gcam,1,HCF142b_halocarbon,hc_concentration,0,pptv
11,gcam,1,halon1211_halocarbon,hc_concentration,0,pptv
11,gcam,1,halon1301_halocarbon,hc_concentration,0,pptv
11,gcam,1,halon2402_halocarbon,hc_concentration,0,pptv
11,gcam,1,CH3Br_halocarbon,hc_concentration,5.8,pptv
11,gcam,1,CH3Cl_halocarbon,hc_concentration,504,pptv
11,gcam,1,ocean,atm_ocean_flux_HL,1,Pg C/yr
11,gcam,1,ocean,atm_ocean_flux_LL,-1,Pg C/yr
11,gcam,1,ocean,carbon_DO,2.599e+04,Pg C
11,gcam,1,ocean,carbon_HL,139.7,Pg C
11,gcam,1,ocean,carbon_IO,8405,Pg C
11,gcam,1,ocean,carbon_LL,778.1,Pg C
11,gcam,1,ocean,DIC_HL,2097,umol/kg
11,gcam,1,ocean,DIC_LL,2062,umol/kg
11,gcam,1,ocean,HL_DO_Cflux,98.62,Pg C/yr
11,gcam,1,ocean,atm_ocean_flux,0,Pg C/yr
11,gcam,1,ocean,OmegaAr_HL,0,(undefined)
11,gcam,1,ocean,OmegaAr_LL,0,(undefined)
11,gcam,1,ocean,OmegaCa_HL,0,(undefined)
11,gcam,1,ocean,OmegaCa_LL,0,(undefined)
11,gcam,1,ocean,PCO2_HL,0,(undefined)
11,gcam,1,ocean,PCO2_LL,0,(undefined)
11,gcam,1,ocean,pH_HL,0,(undefined)
11,gcam,1,ocean,pH_LL,0,(undefined)
11,gcam,1,ocean,Temp_HL,2,degC
11,gcam,1,ocean,Temp_LL,22,degC
11,gcam,1,ocean,ocean_c,3.531e+04,Pg C
11,gcam,1,ocean,CO3_HL,0,(undefined)
11,gcam,1,ocean,CO3_LL,0,(undefined)
11,gcam,1,ocean,ocean_timesteps,1,(unitless)
11,gcam,1,simpleNbox,atm_land_flux,-0.1476,Pg C/yr
11,gcam,1,simpleNbox,npp,50,Pg C/yr
11,gcam,1,simpleNbox,rh,50.15,Pg C/yr
11,gcam,1,simpleNbox,Ca,276.1,ppmv CO2
11,gcam,1,simpleNbox,atmos_c,588.1,Pg C
11,gcam,1,simpleNbox,atmos_c_residual,0.1378,Pg C
11,gcam,1,simpleNbox,veg_c,533.8,Pg C
11,gcam,1,simpleNbox,detritus_c,56.89,Pg C
11,gcam,1,simpleNbox,soil_c,1796,Pg C
11,gcam,1,simpleNbox,earth_c,0,Pg C
11,gcam,1,temperature,Tgav,0,degC
11,gcam,1,temperature,flux_mixed,0,W/m2
11,gcam,1,temperature,flux_interior,0,W/m2
11,gcam,1,temperature,heatflux,0,W/m2
12,gcam,1,OH,TAU_OH,6.6,Years
12,gcam,1,CH4,CH4,653,ppbv CH4
12,gcam,1,ozone,O3,30,DU O3
12,gcam,1,N2O,N2O,273,ppbv N2O
12,gcam,1,CF4_halocarbon,hc_concentration,35,pptv
12,gcam,1,C2F6_halocarbon,hc_concentration,0,pptv
12,gcam,1,HFC23_halocarbon,hc_concentration,0,pptv
12,gcam,1,HFC32_halocarbon,hc_concentration,0,pptv
12,gcam,1,HFC4310_halocarbon,hc_concentration,0,pptv
12,gcam,1,HFC125_halocarbon,hc_concentration,0,pptv
12,gcam,1,HFC134a_halocarbon,hc_concentration,0,pptv
12,gcam,1,HFC143a_halocarbon,hc_concentration,0,pptv
12,gcam,1,HFC227ea_halocarbon,hc_concentration,0,pptv
12,gcam,1,HFC245fa_halocarbon,hc_concentration,0,pptv
12,gcam,1,SF6_halocarbon,hc_concentration,0,pptv
12,gcam,1,CFC11_halocarbon,hc_concentration,0,pptv
12,gcam,1,CFC12_halocarbon,hc_concentration,0,pptv
12,gcam,1,CFC113_halocarbon,hc_concentration,0,pptv
12,gcam,1,CFC114_halocarbon,hc_concentration,0,pptv
12,gcam,1,CFC115_halocarbon,hc_concentration,0,pptv
12,gcam,1,CCl4_halocarbon,hc_concentration,0,pptv
12,gcam,1,CH3CCl3_halocarbon,hc_concentration,0,pptv
12,gcam,1,HCF22_halocarbon,hc_concentration,0,pptv
12,gcam,1,HCF141b_halocarbon,hc_concentration,0,pptv
12,gcam,1,HCF142b_halocarbon,hc_concentration,0,pptv
12,gcam,1,halon1211_halocarbon,hc_concentration,0,pptv
12,gcam,1,halon1301_halocarbon,hc_concentration,0,pptv
12,gcam,1,halon2402_halocarbon,hc_concentration,0,pptv
12,gcam,1,CH3Br_halocarbon,hc_concentration,5.8,pptv
12,gcam,1,CH3Cl_halocarbon,hc_concentration,504,pptv
12,gcam,1,ocean,atm_ocean_flux_HL,1,Pg C/yr
12,gcam,1,ocean,atm_ocean_flux_LL,-1,Pg C/yr
12,gcam,1,ocean,carbon_DO,2.599e+04,Pg C
12,gcam,1,ocean,carbon_HL,139.9,Pg C
12,gcam,1,ocean,carbon_IO,8405,Pg C
12,gcam,1,ocean,carbon_LL,778.5,Pg C
12,gcam,1,ocean,DIC_HL,2101,umol/kg
12,gcam,1,ocean,DIC_LL,2063,umol/kg
12,gcam,1,ocean,HL_DO_Cflux,98.65,Pg C/yr
12,gcam,1,ocean,atm_ocean_flux,0,Pg C/yr
12,gcam,1,ocean,OmegaAr_HL,0,(undefined)
12,gcam,1,ocean,OmegaAr_LL,0,(undefined)
12,gcam,1,ocean,OmegaCa_HL,0,(undefined)
12,gcam,1,ocean,OmegaCa_LL,0,(undefined)
12,gcam,1,ocean,PCO2_HL,0,(undefined)
12,gcam,1,ocean,PCO2_LL,0,(undefined)
12,gcam,1,ocean,pH_HL,0,(undefined)
12,gcam,1,ocean,pH_LL,0,(undefined)
12,gcam,1,ocean,Temp_HL,2,degC
12,gcam,1,ocean,Temp_LL,22,degC
12,gcam,1,ocean,ocean_c,3.531e+04,Pg C
12,gcam,1,ocean,CO3_HL,0,(undefined)
12,gcam,1,ocean,CO3_LL,0,(undefined)
12,gcam,1,ocean,ocean_timesteps,1,(unitless)
12,gcam,1,simpleNbox,atm_land_flux,-0.1569,Pg C/yr
12,gcam,1,simpleNbox,npp,50,Pg C/yr
12,gcam,1,simpleNbox,rh,50.16,Pg C/yr
12,gcam,1,simpleNbox,Ca,276.1,ppmv CO2
12,gcam,1,simpleNbox,atmos_c,588.1,Pg C
12,gcam,1,simpleNbox,atmos_c_residual,0.1476,Pg C
12,gcam,1,simpleNbox,veg_c,532.6,Pg C
12,gcam,1,simpleNbox,detritus_c,56.84,Pg C
12,gcam,1,simpleNbox,soil_c,1797,Pg C
12,gcam,1,simpleNbox,earth_c,0,Pg C
12,gcam,1,temperature,Tgav,0,degC
12,gcam,1,temperature,flux_mixed,0,W/m2
12,gcam,1,temperature,flux_interior,0,W/m2
12,gcam,1,temperature,heatflux,0,W/m2
13,gcam,1,OH,TAU_OH,6.6,Years
13,gcam,1,CH4,CH4,653,ppbv CH4
13,gcam,1,ozone,O3,30,DU O3
13,gcam,1,N2O,N2O,273,ppbv N2O
13,gcam,1,CF4_halocarbon,hc_concentration,35,pptv
13,gcam,1,C2F6_halocarbon,hc_concentration,0,pptv
13,gcam,1,HFC23_halocarbon,hc_concentration,0,pptv
13,gcam,1,HFC32_halocarbon,hc_concentration,0,pptv
13,gcam,1,HFC4310_halocarbon,hc_concentration,0,pptv
13,gcam,1,HFC125_halocarbon,hc_concentration,0,pptv
13,gcam,1,HFC134a_halocarbon,hc_concentration,0,pptv
13,gcam,1,HFC143a_halocarbon,hc_concentration,0,pptv
13,gcam,1,HFC227ea_halocarbon,hc_concentration,0,pptv
13,gcam,1,HFC245fa_halocarbon,hc_concentration,0,pptv
13,gcam,1,SF6_halocarbon,hc_concentration,0,pptv
13,gcam,1,CFC11_halocarbon,hc_concentration,0,pptv
13,gcam,1,CFC12_halocarbon,hc_concentration,0,pptv
13,gcam,1,CFC113_halocarbon,hc_concentration,0,pptv
13,gcam,1,CFC114_halocarbon,hc_concentration,0,pptv
13,gcam,1,CFC115_halocarbon,hc_concentration,0,pptv
13,gcam,1,CCl4_halocarbon,hc_concentration,0,pptv
13,gcam,1,CH3CCl3_halocarbon,hc_concentration,0,pptv
13,gcam,1,HCF22_halocarbon,hc_concentration,0,pptv
13,gcam,1,HCF141b_halocarbon,hc_concentration,0,pptv
13,gcam,1,HCF142b_halocarbon,hc_concentration,0,pptv
13,gcam,1,halon1211_halocarbon,hc_concentration,0,pptv
13,gcam,1,halon1301_halocarbon,hc_concentration,0,pptv
13,gcam,1,halon2402_halocarbon,hc_concentration,0,pptv
13,gcam,1,CH3Br_halocarbon,hc_concentration,5.8,pptv
13,gcam,1,CH3Cl_halocarbon,hc_concentration,504,pptv
13,gcam,1,ocean,atm_ocean_flux_HL,1,Pg C/yr
13,gcam,1,ocean,atm_ocean_flux_LL,-1,Pg C/yr
13,gcam,1,ocean,carbon_DO,2.599e+04,Pg C
13,gcam,1,ocean,carbon_HL,140,Pg C
13,gcam,1,ocean,carbon_IO,8406,Pg C
13,gcam,1,ocean,carbon_LL,778.9,Pg C
13,gcam,1,ocean,DIC_HL,2102,umol/kg
13,gcam,1,ocean,DIC_LL,2064,umol/kg
13,gcam,1,ocean,HL_DO_Cflux,98.79,Pg C/yr
13,gcam,1,ocean,atm_ocean_flux,0,Pg C/yr
13,gcam,1,ocean,OmegaAr_HL,0,(undefined)
13,gcam,1,ocean,OmegaAr_LL,0,(undefined)
13,gcam,1,ocean,OmegaCa_HL,0,(undefined)
13,gcam,1,ocean,OmegaCa_LL,0,(undefined)
13,gcam,1,ocean,PCO2_HL,0,(undefined)
13,gcam,1,ocean,PCO2_LL,0,(undefined)
13,gcam,1,ocean,pH_HL,0,(undefined)
13,gcam,1,ocean,pH_LL,0,(undefined)
13,gcam,1,ocean,Temp_HL,2,degC
13,gcam,1,ocean,Temp_LL,22,degC
13,gcam,1,ocean,ocean_c,3.531e+04,Pg C
13,gcam,1,ocean,CO3_HL,0,(undefined)
13,gcam,1,ocean,CO3_LL,0,(undefined)
13,gcam,1,ocean,ocean_timesteps,1,(unitless)
13,gcam,1,simpleNbox,atm_land_flux,-0.1655,Pg C/yr
13,gcam,1,simpleNbox,npp,50,Pg C/yr
13,gcam,1,simpleNbox,rh,50.17,Pg C/yr
13,gcam,1,simpleNbox,Ca,276.1,ppmv CO2
13,gcam,1,simpleNbox,atmos_c,588.1,Pg C
13,gcam,1,simpleNbox,atmos_c_residual,0.1569,Pg C
13,gcam,1,simpleNbox,veg_c,531.5,Pg C
13,gcam,1,simpleNbox,detritus_c,56.79,Pg C
13,gcam,1,simpleNbox,soil_c,1798,Pg C
13,gcam,1,simpleNbox,earth_c,0,Pg C
13,gcam,1,temperature,Tgav,0,degC
13,gcam,1,temperature,flux_mixed,0,W/m2
13,gcam,1,temperature,flux_interior,0,W/m2
13,gcam,1,temperature,heatflux,0,W/m2
14,gcam,1,OH,TAU_OH,6.6,Years
14,gcam,1,CH4,CH4,653,ppbv CH4
14,gcam,1,ozone,O3,30,DU O3
14,gcam,1,N2O,N2O,273,ppbv N2O
14,gcam,1,CF4_halocarbon,hc_concentration,35,pptv
14,gcam,1,C2F6_halocarbon,hc_concentration,0,pptv
14,gcam,1,HFC23_halocarbon,hc_concentration,0,pptv
14,gcam,1,HFC32_halocarbon,hc_concentration,0,pptv
14,gcam,1,HFC4310_halocarbon,hc_concentration,0,pptv
14,gcam,1,HFC125_halocarbon,hc_concentration,0,pptv
14,gcam,1,HFC134a_halocarbon,hc_concentration,0,pptv
14,gcam,1,HFC143a_halocarbon,hc_concentration,0,pptv
14,gcam,1,HFC227ea_halocarbon,hc_concentration,0,pptv
14,gcam,1,HFC245fa_halocarbon,hc_concentration,0,pptv
14,gcam,1,SF6_halocarbon,hc_concentration,0,pptv
14,gcam,1,CFC11_halocarbon,hc_concentration,0,pptv
14,gcam,1,CFC12_halocarbon,hc_concentration,0,pptv
14,gcam,1,CFC113_halocarbon,hc_concentration,0,pptv
14,gcam,1,CFC114_halocarbon,hc_concentration,0,pptv
14,gcam,1,CFC115_halocarbon,hc_concentration,0,pptv
14,gcam,1,CCl4_halocarbon,hc_concentration,0,pptv
14,gcam,1,CH3CCl3_halocarbon,hc_concentration,0,pptv
14,gcam,1,HCF22_halocarbon,hc_concentration,0,pptv
14,gcam,1,HCF141b_halocarbon,hc_concentration,0,pptv
14,gcam,1,HCF142b_halocarbon,hc_concentration,0,pptv
14,gcam,1,halon1211_halocarbon,hc_concentration,0,pptv
14,gcam,1,halon1301_halocarbon,hc_concentration,0,pptv
14,gcam,1,halon2402_halocarbon,hc_concentration,0,pptv
14,gcam,1,CH3Br_halocarbon,hc_concentration,5.8,pptv
14,gcam,1,CH3Cl_halocarbon,hc_concentration,504,pptv
14,gcam,1,ocean,atm_ocean_flux_HL,1,Pg C/yr
14,gcam,1,ocean,atm_ocean_flux_LL,-1,Pg C/yr
14,gcam,1,ocean,carbon_DO,2.599e+04,Pg C
14,gcam,1,ocean,carbon_HL,140,Pg C
14,gcam,1,ocean,carbon_IO,8406,Pg C
14,gcam,1,ocean,carbon_LL,779.2,Pg C
14,gcam,1,ocean,DIC_HL,2102,umol/kg
14,gcam,1,ocean,DIC_LL,2064,umol/kg
14,gcam,1,ocean,HL_DO_Cflux,98.93,Pg C/yr
14,gcam,1,ocean,atm_ocean_flux,0,Pg C/yr
14,gcam,1,ocean,OmegaAr_HL,0,(undefined)
14,gcam,1,ocean,OmegaAr_LL,0,(undefined)
14,gcam,1,ocean,OmegaCa_HL,0,(undefined)
