# Output from hector version 2.5.0
year,run_name,spinup,component,variable,value,units
1937,gcam,0,HFC143a_halocarbon,hc_concentration,0,pptv
1937,gcam,0,HFC227ea_halocarbon,hc_concentration,0,pptv
1937,gcam,0,HFC245fa_halocarbon,hc_concentration,0,pptv
1937,gcam,0,SF6_halocarbon,hc_concentration,0,pptv
1937,gcam,0,CFC11_halocarbon,hc_concentration,0,pptv
1937,gcam,0,CFC12_halocarbon,hc_concentration,0.09174,pptv
1937,gcam,0,CFC113_halocarbon,hc_concentration,0,pptv
1937,gcam,0,CFC114_halocarbon,hc_concentration,0.01891,pptv
1937,gcam,0,CFC115_halocarbon,hc_concentration,0,pptv
1937,gcam,0,CCl4_halocarbon,hc_concentration,20.69,pptv
1937,gcam,0,CH3CCl3_halocarbon,hc_concentration,0,pptv
1937,gcam,0,HCF22_halocarbon,hc_concentration,0,pptv
1937,gcam,0,HCF141b_halocarbon,hc_concentration,0,pptv
1937,gcam,0,HCF142b_halocarbon,hc_concentration,0,pptv
1937,gcam,0,halon1211_halocarbon,hc_concentration,0,pptv
1937,gcam,0,halon1301_halocarbon,hc_concentration,0,pptv
1937,gcam,0,halon2402_halocarbon,hc_concentration,0,pptv
1937,gcam,0,CH3Br_halocarbon,hc_concentration,6.445,pptv
1937,gcam,0,CH3Cl_halocarbon,hc_concentration,443.8,pptv
1937,gcam,0,ocean,atm_ocean_flux_HL,1.089,Pg C/yr
1937,gcam,0,ocean,atm_ocean_flux_LL,-0.6591,Pg C/yr
1937,gcam,0,ocean,carbon_DO,2.601e+04,Pg C
1937,gcam,0,ocean,carbon_HL,141.1,Pg C
1937,gcam,0,ocean,carbon_IO,8422,Pg C
1937,gcam,0,ocean,carbon_LL,787.3,Pg C
1937,gcam,0,ocean,DIC_HL,2118,umol/kg
1937,gcam,0,ocean,DIC_LL,2086,umol/kg
1937,gcam,0,ocean,HL_DO_Cflux,99.73,Pg C/yr
1937,gcam,0,ocean,atm_ocean_flux,0.4304,Pg C/yr
1937,gcam,0,ocean,OmegaAr_HL,2.189,(unitless)
1937,gcam,0,ocean,OmegaAr_LL,4.085,(unitless)
1937,gcam,0,ocean,OmegaCa_HL,3.48,(unitless)
1937,gcam,0,ocean,OmegaCa_LL,6.254,(unitless)
1937,gcam,0,ocean,PCO2_HL,246.3,uatm
1937,gcam,0,ocean,PCO2_LL,297.9,uatm
1937,gcam,0,ocean,pH_HL,8.225,pH
1937,gcam,0,ocean,pH_LL,8.172,pH
1937,gcam,0,ocean,Temp_HL,2.132,degC
1937,gcam,0,ocean,Temp_LL,22.13,degC
1937,gcam,0,ocean,ocean_c,3.536e+04,Pg C
1937,gcam,0,ocean,CO3_HL,145.1,umol/kg
1937,gcam,0,ocean,CO3_LL,259.9,umol/kg
1937,gcam,0,ocean,ocean_timesteps,1,(unitless)
1937,gcam,0,ocean,Revelle_HL,14.59,(unitless)
1937,gcam,0,ocean,Revelle_LL,8.028,(unitless)
1937,gcam,0,simpleNbox,atm_land_flux,0.1949,Pg C/yr
1937,gcam,0,simpleNbox,npp,51.04,Pg C/yr
1937,gcam,0,simpleNbox,rh,50.06,Pg C/yr
1937,gcam,0,simpleNbox,Ca,292.4,ppmv CO2
1937,gcam,0,simpleNbox,atmos_c,623.4,Pg C
1937,gcam,0,simpleNbox,atmos_c_residual,0,Pg C
1937,gcam,0,simpleNbox,veg_c,505,Pg C
1937,gcam,0,simpleNbox,detritus_c,56.23,Pg C
1937,gcam,0,simpleNbox,soil_c,1788,Pg C
1937,gcam,0,simpleNbox,earth_c,-44.35,Pg C
1937,gcam,0,forcing,FBC,0.3478,W/m2
1937,gcam,0,forcing,FC2F6,7.049e-05,W/m2
1937,gcam,0,forcing,FCCl4,0.00269,W/m2
1937,gcam,0,forcing,FCF4,0.0001327,W/m2
1937,gcam,0,forcing,FCFC11,0,W/m2
1937,gcam,0,forcing,FCFC113,0,W/m2
1937,gcam,0,forcing,FCFC114,5.862e-06,W/m2
1937,gcam,0,forcing,FCFC115,0,W/m2
1937,gcam,0,forcing,FCFC12,2.936e-05,W/m2
1937,gcam,0,forcing,FCH3Br,5.096e-09,W/m2
1937,gcam,0,forcing,FCH3CCl3,0,W/m2
1937,gcam,0,forcing,FCH3Cl,-1.286e-05,W/m2
1937,gcam,0,forcing,FCH4,0.2939,W/m2
1937,gcam,0,forcing,FCO2,0.3076,W/m2
1937,gcam,0,forcing,FH2O,0.01669,W/m2
1937,gcam,0,forcing,FHCF141b,0,W/m2
1937,gcam,0,forcing,FHCF142b,0,W/m2
1937,gcam,0,forcing,FHCF22,0,W/m2
1937,gcam,0,forcing,FHFC125,0,W/m2
1937,gcam,0,forcing,FHFC134a,0,W/m2
1937,gcam,0,forcing,FHFC143a,0,W/m2
1937,gcam,0,forcing,FHFC227ea,0,W/m2
1937,gcam,0,forcing,FHFC23,0,W/m2
1937,gcam,0,forcing,FHFC245fa,0,W/m2
1937,gcam,0,forcing,FHFC32,0,W/m2
1937,gcam,0,forcing,FHFC4310,0,W/m2
1937,gcam,0,forcing,FN2O,0.03167,W/m2
1937,gcam,0,forcing,FO3,0.2191,W/m2
1937,gcam,0,forcing,FOC,-0.291,W/m2
1937,gcam,0,forcing,FSF6,0,W/m2
1937,gcam,0,forcing,FSO2d,-0.1705,W/m2
1937,gcam,0,forcing,FSO2i,-0.3528,W/m2
1937,gcam,0,forcing,Fhalon1211,0,W/m2
1937,gcam,0,forcing,Fhalon1301,0,W/m2
1937,gcam,0,forcing,Fhalon2402,0,W/m2
1937,gcam,0,forcing,Ftalbedo,-0.187,W/m2
1937,gcam,0,forcing,Ftot,0.2185,W/m2
1937,gcam,0,forcing,Fvol,0,W/m2
1937,gcam,0,temperature,Tgav,0.1318,degC
1937,gcam,0,temperature,flux_mixed,0.0004446,W/m2
1937,gcam,0,temperature,flux_interior,0.08247,W/m2
1937,gcam,0,temperature,heatflux,0.07879,W/m2
1938,gcam,0,OH,TAU_OH,8.29,Years
1938,gcam,0,CH4,CH4,1214,ppbv CH4
1938,gcam,0,ozone,O3,37.63,DU O3
1938,gcam,0,N2O,N2O,283.4,ppbv N2O
1938,gcam,0,CF4_halocarbon,hc_concentration,36.82,pptv
1938,gcam,0,C2F6_halocarbon,hc_concentration,0.2854,pptv
1938,gcam,0,HFC23_halocarbon,hc_concentration,0,pptv
1938,gcam,0,HFC32_halocarbon,hc_concentration,0,pptv
1938,gcam,0,HFC4310_halocarbon,hc_concentration,0,pptv
1938,gcam,0,HFC125_halocarbon,hc_concentration,0,pptv
1938,gcam,0,HFC134a_halocarbon,hc_concentration,0,pptv
1938,gcam,0,HFC143a_halocarbon,hc_concentration,0,pptv
1938,gcam,0,HFC227ea_halocarbon,hc_concentration,0,pptv
1938,gcam,0,HFC245fa_halocarbon,hc_concentration,0,pptv
1938,gcam,0,SF6_halocarbon,hc_concentration,0,pptv
1938,gcam,0,CFC11_halocarbon,hc_concentration,0.00644,pptv
1938,gcam,0,CFC12_halocarbon,hc_concentration,0.1441,pptv
1938,gcam,0,CFC113_halocarbon,hc_concentration,0,pptv
1938,gcam,0,CFC114_halocarbon,hc_concentration,0.02644,pptv
1938,gcam,0,CFC115_halocarbon,hc_concentration,0,pptv
1938,gcam,0,CCl4_halocarbon,hc_concentration,21.56,pptv
1938,gcam,0,CH3CCl3_halocarbon,hc_concentration,0,pptv
1938,gcam,0,HCF22_halocarbon,hc_concentration,0.01017,pptv
1938,gcam,0,HCF141b_halocarbon,hc_concentration,0,pptv
1938,gcam,0,HCF142b_halocarbon,hc_concentration,0,pptv
1938,gcam,0,halon1211_halocarbon,hc_concentration,0,pptv
1938,gcam,0,halon1301_halocarbon,hc_concentration,0,pptv
1938,gcam,0,halon2402_halocarbon,hc_concentration,0,pptv
1938,gcam,0,CH3Br_halocarbon,hc_concentration,6.445,pptv
1938,gcam,0,CH3Cl_halocarbon,hc_concentration,443.8,pptv
1938,gcam,0,ocean,atm_ocean_flux_HL,1.091,Pg C/yr
1938,gcam,0,ocean,atm_ocean_flux_LL,-0.6517,Pg C/yr
1938,gcam,0,ocean,carbon_DO,2.601e+04,Pg C
1938,gcam,0,ocean,carbon_HL,141.1,Pg C
1938,gcam,0,ocean,carbon_IO,8423,Pg C
1938,gcam,0,ocean,carbon_LL,787.4,Pg C
1938,gcam,0,ocean,DIC_HL,2118,umol/kg
1938,gcam,0,ocean,DIC_LL,2086,umol/kg
1938,gcam,0,ocean,HL_DO_Cflux,99.74,Pg C/yr
1938,gcam,0,ocean,atm_ocean_flux,0.4397,Pg C/yr
1938,gcam,0,ocean,OmegaAr_HL,2.188,(unitless)
1938,gcam,0,ocean,OmegaAr_LL,4.083,(unitless)
1938,gcam,0,ocean,OmegaCa_HL,3.478,(unitless)
1938,gcam,0,ocean,OmegaCa_LL,6.252,(unitless)
1938,gcam,0,ocean,PCO2_HL,246.5,uatm
1938,gcam,0,ocean,PCO2_LL,298.1,uatm
1938,gcam,0,ocean,pH_HL,8.225,pH
1938,gcam,0,ocean,pH_LL,8.172,pH
1938,gcam,0,ocean,Temp_HL,2.132,degC
1938,gcam,0,ocean,Temp_LL,22.13,degC
1938,gcam,0,ocean,ocean_c,3.536e+04,Pg C
1938,gcam,0,ocean,CO3_HL,145,umol/kg
1938,gcam,0,ocean,CO3_LL,259.8,umol/kg
1938,gcam,0,ocean,ocean_timesteps,1,(unitless)
1938,gcam,0,ocean,Revelle_HL,14.6,(unitless)
1938,gcam,0,ocean,Revelle_LL,8.032,(unitless)
1938,gcam,0,simpleNbox,atm_land_flux,0.2015,Pg C/yr
1938,gcam,0,simpleNbox,npp,51.05,Pg C/yr
1938,gcam,0,simpleNbox,rh,50.07,Pg C/yr
1938,gcam,0,simpleNbox,Ca,292.7,ppmv CO2
1938,gcam,0,simpleNbox,atmos_c,624,Pg C
1938,gcam,0,simpleNbox,atmos_c_residual,0,Pg C
1938,gcam,0,simpleNbox,veg_c,505.1,Pg C
1938,gcam,0,simpleNbox,detritus_c,56.25,Pg C
1938,gcam,0,simpleNbox,soil_c,1788,Pg C
1938,gcam,0,simpleNbox,earth_c,-45.52,Pg C
1938,gcam,0,forcing,FBC,0.348,W/m2
1938,gcam,0,forcing,FC2F6,7.42e-05,W/m2
1938,gcam,0,forcing,FCCl4,0.002802,W/m2
1938,gcam,0,forcing,FCF4,0.0001453,W/m2
1938,gcam,0,forcing,FCFC11,1.61e-06,W/m2
1938,gcam,0,forcing,FCFC113,0,W/m2
1938,gcam,0,forcing,FCFC114,8.197e-06,W/m2
1938,gcam,0,forcing,FCFC115,0,W/m2
1938,gcam,0,forcing,FCFC12,4.61e-05,W/m2
1938,gcam,0,forcing,FCH3Br,5.096e-09,W/m2
1938,gcam,0,forcing,FCH3CCl3,0,W/m2
1938,gcam,0,forcing,FCH3Cl,-1.286e-05,W/m2
1938,gcam,0,forcing,FCH4,0.2958,W/m2
1938,gcam,0,forcing,FCO2,0.3123,W/m2
1938,gcam,0,forcing,FH2O,0.0168,W/m2
1938,gcam,0,forcing,FHCF141b,0,W/m2
1938,gcam,0,forcing,FHCF142b,0,W/m2
1938,gcam,0,forcing,FHCF22,2.035e-06,W/m2
1938,gcam,0,forcing,FHFC125,0,W/m2
1938,gcam,0,forcing,FHFC134a,0,W/m2
1938,gcam,0,forcing,FHFC143a,0,W/m2
1938,gcam,0,forcing,FHFC227ea,0,W/m2
1938,gcam,0,forcing,FHFC23,0,W/m2
1938,gcam,0,forcing,FHFC245fa,0,W/m2
1938,gcam,0,forcing,FHFC32,0,W/m2
1938,gcam,0,forcing,FHFC4310,0,W/m2
1938,gcam,0,forcing,FN2O,0.03173,W/m2
1938,gcam,0,forcing,FO3,0.2202,W/m2
1938,gcam,0,forcing,FOC,-0.2909,W/m2
1938,gcam,0,forcing,FSF6,0,W/m2
1938,gcam,0,forcing,FSO2d,-0.1731,W/m2
1938,gcam,0,forcing,FSO2i,-0.3572,W/m2
1938,gcam,0,forcing,Fhalon1211,0,W/m2
1938,gcam,0,forcing,Fhalon1301,0,W/m2
1938,gcam,0,forcing,Fhalon2402,0,W/m2
1938,gcam,0,forcing,Ftalbedo,-0.188,W/m2
1938,gcam,0,forcing,Ftot,0.2187,W/m2
1938,gcam,0,forcing,Fvol,0,W/m2
1938,gcam,0,temperature,Tgav,0.1319,degC
1938,gcam,0,temperature,flux_mixed,0.0007271,W/m2
1938,gcam,0,temperature,flux_interior,0.08171,W/m2
1938,gcam,0,temperature,heatflux,0.07835,W/m2
1939,gcam,0,OH,TAU_OH,8.299,Years
1939,gcam,0,CH4,CH4,1218,ppbv CH4
1939,gcam,0,ozone,O3,37.66,DU O3
1939,gcam,0,N2O,N2O,283.4,ppbv N2O
1939,gcam,0,CF4_halocarbon,hc_concentration,36.98,pptv
1939,gcam,0,C2F6_halocarbon,hc_concentration,0.3004,pptv
1939,gcam,0,HFC23_halocarbon,hc_concentration,0,pptv
1939,gcam,0,HFC32_halocarbon,hc_concentration,0,pptv
1939,gcam,0,HFC4310_halocarbon,hc_concentration,0,pptv
1939,gcam,0,HFC125_halocarbon,hc_concentration,0,pptv
1939,gcam,0,HFC134a_halocarbon,hc_concentration,0,pptv
1939,gcam,0,HFC143a_halocarbon,hc_concentration,0,pptv
1939,gcam,0,HFC227ea_halocarbon,hc_concentration,0,pptv
1939,gcam,0,HFC245fa_halocarbon,hc_concentration,0,pptv
1939,gcam,0,SF6_halocarbon,hc_concentration,0,pptv
1939,gcam,0,CFC11_halocarbon,hc_concentration,0.01274,pptv
1939,gcam,0,CFC12_halocarbon,hc_concentration,0.218,pptv
1939,gcam,0,CFC113_halocarbon,hc_concentration,0,pptv
1939,gcam,0,CFC114_halocarbon,hc_concentration,0.03774,pptv
1939,gcam,0,CFC115_halocarbon,hc_concentration,0,pptv
1939,gcam,0,CCl4_halocarbon,hc_concentration,22.42,pptv
1939,gcam,0,CH3CCl3_halocarbon,hc_concentration,0,pptv
1939,gcam,0,HCF22_halocarbon,hc_concentration,0.02971,pptv
1939,gcam,0,HCF141b_halocarbon,hc_concentration,0,pptv
1939,gcam,0,HCF142b_halocarbon,hc_concentration,0,pptv
1939,gcam,0,halon1211_halocarbon,hc_concentration,0,pptv
1939,gcam,0,halon1301_halocarbon,hc_concentration,0,pptv
1939,gcam,0,halon2402_halocarbon,hc_concentration,0,pptv
1939,gcam,0,CH3Br_halocarbon,hc_concentration,6.445,pptv
1939,gcam,0,CH3Cl_halocarbon,hc_concentration,443.8,pptv
1939,gcam,0,ocean,atm_ocean_flux_HL,1.092,Pg C/yr
1939,gcam,0,ocean,atm_ocean_flux_LL,-0.6479,Pg C/yr
1939,gcam,0,ocean,carbon_DO,2.601e+04,Pg C
1939,gcam,0,ocean,carbon_HL,141.1,Pg C
1939,gcam,0,ocean,carbon_IO,8423,Pg C
1939,gcam,0,ocean,carbon_LL,787.5,Pg C
1939,gcam,0,ocean,DIC_HL,2118,umol/kg
1939,gcam,0,ocean,DIC_LL,2086,umol/kg
1939,gcam,0,ocean,HL_DO_Cflux,99.74,Pg C/yr
1939,gcam,0,ocean,atm_ocean_flux,0.4442,Pg C/yr
1939,gcam,0,ocean,OmegaAr_HL,2.186,(unitless)
1939,gcam,0,ocean,OmegaAr_LL,4.081,(unitless)
1939,gcam,0,ocean,OmegaCa_HL,3.476,(unitless)
1939,gcam,0,ocean,OmegaCa_LL,6.249,(unitless)
1939,gcam,0,ocean,PCO2_HL,246.7,uatm
1939,gcam,0,ocean,PCO2_LL,298.3,uatm
1939,gcam,0,ocean,pH_HL,8.225,pH
1939,gcam,0,ocean,pH_LL,8.172,pH
1939,gcam,0,ocean,Temp_HL,2.132,degC
1939,gcam,0,ocean,Temp_LL,22.13,degC
1939,gcam,0,ocean,ocean_c,3.536e+04,Pg C
1939,gcam,0,ocean,CO3_HL,145,umol/kg
1939,gcam,0,ocean,CO3_LL,259.6,umol/kg
1939,gcam,0,ocean,ocean_timesteps,1,(unitless)
1939,gcam,0,ocean,Revelle_HL,14.61,(unitless)
1939,gcam,0,ocean,Revelle_LL,8.035,(unitless)
1939,gcam,0,simpleNbox,atm_land_flux,0.2118,Pg C/yr
1939,gcam,0,simpleNbox,npp,51.07,Pg C/yr
1939,gcam,0,simpleNbox,rh,50.08,Pg C/yr
1939,gcam,0,simpleNbox,Ca,292.9,ppmv CO2
1939,gcam,0,simpleNbox,atmos_c,624.5,Pg C
1939,gcam,0,simpleNbox,atmos_c_residual,0,Pg C
1939,gcam,0,simpleNbox,veg_c,505.2,Pg C
1939,gcam,0,simpleNbox,detritus_c,56.27,Pg C
1939,gcam,0,simpleNbox,soil_c,1788,Pg C
1939,gcam,0,simpleNbox,earth_c,-46.69,Pg C
1939,gcam,0,forcing,FBC,0.3482,W/m2
1939,gcam,0,forcing,FC2F6,7.811e-05,W/m2
1939,gcam,0,forcing,FCCl4,0.002915,W/m2
1939,gcam,0,forcing,FCF4,0.0001585,W/m2
1939,gcam,0,forcing,FCFC11,3.185e-06,W/m2
1939,gcam,0,forcing,FCFC113,0,W/m2
1939,gcam,0,forcing,FCFC114,1.17e-05,W/m2
1939,gcam,0,forcing,FCFC115,0,W/m2
1939,gcam,0,forcing,FCFC12,6.976e-05,W/m2
1939,gcam,0,forcing,FCH3Br,5.096e-09,W/m2
1939,gcam,0,forcing,FCH3CCl3,0,W/m2
1939,gcam,0,forcing,FCH3Cl,-1.286e-05,W/m2
1939,gcam,0,forcing,FCH4,0.2976,W/m2
1939,gcam,0,forcing,FCO2,0.3169,W/m2
1939,gcam,0,forcing,FH2O,0.01691,W/m2
1939,gcam,0,forcing,FHCF141b,0,W/m2
1939,gcam,0,forcing,FHCF142b,0,W/m2
1939,gcam,0,forcing,FHCF22,5.941e-06,W/m2
1939,gcam,0,forcing,FHFC125,0,W/m2
1939,gcam,0,forcing,FHFC134a,0,W/m2
1939,gcam,0,forcing,FHFC143a,0,W/m2
1939,gcam,0,forcing,FHFC227ea,0,W/m2
1939,gcam,0,forcing,FHFC23,0,W/m2
1939,gcam,0,forcing,FHFC245fa,0,W/m2
1939,gcam,0,forcing,FHFC32,0,W/m2
1939,gcam,0,forcing,FHFC4310,0,W/m2
1939,gcam,0,forcing,FN2O,0.03179,W/m2
1939,gcam,0,forcing,FO3,0.2213,W/m2
1939,gcam,0,forcing,FOC,-0.2909,W/m2
1939,gcam,0,forcing,FSF6,0,W/m2
1939,gcam,0,forcing,FSO2d,-0.1758,W/m2
1939,gcam,0,forcing,FSO2i,-0.3615,W/m2
1939,gcam,0,forcing,Fhalon1211,0,W/m2
1939,gcam,0,forcing,Fhalon1301,0,W/m2
1939,gcam,0,forcing,Fhalon2402,0,W/m2
1939,gcam,0,forcing,Ftalbedo,-0.189,W/m2
1939,gcam,0,forcing,Ftot,0.2187,W/m2
1939,gcam,0,forcing,Fvol,0,W/m2
1939,gcam,0,temperature,Tgav,0.1321,degC
1939,gcam,0,temperature,flux_mixed,0.001003,W/m2
1939,gcam,0,temperature,flux_interior,0.08122,W/m2
1939,gcam,0,temperature,heatflux,0.07816,W/m2
1940,gcam,0,OH,TAU_OH,8.307,Years
1940,gcam,0,CH4,CH4,1222,ppbv CH4
1940,gcam,0,ozone,O3,37.69,DU O3
1940,gcam,0,N2O,N2O,283.4,ppbv N2O
1940,gcam,0,CF4_halocarbon,hc_concentration,37.16,pptv
1940,gcam,0,C2F6_halocarbon,hc_concentration,0.3162,pptv
1940,gcam,0,HFC23_halocarbon,hc_concentration,0,pptv
1940,gcam,0,HFC32_halocarbon,hc_concentration,0,pptv
1940,gcam,0,HFC4310_halocarbon,hc_concentration,0,pptv
1940,gcam,0,HFC125_halocarbon,hc_concentration,0,pptv
1940,gcam,0,HFC134a_halocarbon,hc_concentration,0,pptv
1940,gcam,0,HFC143a_halocarbon,hc_concentration,0,pptv
1940,gcam,0,HFC227ea_halocarbon,hc_concentration,0,pptv
1940,gcam,0,HFC245fa_halocarbon,hc_concentration,0,pptv
1940,gcam,0,SF6_halocarbon,hc_concentration,0,pptv
1940,gcam,0,CFC11_halocarbon,hc_concentration,0.0189,pptv
1940,gcam,0,CFC12_halocarbon,hc_concentration,0.3179,pptv
1940,gcam,0,CFC113_halocarbon,hc_concentration,0,pptv
1940,gcam,0,CFC114_halocarbon,hc_concentration,0.05281,pptv
1940,gcam,0,CFC115_halocarbon,hc_concentration,0,pptv
1940,gcam,0,CCl4_halocarbon,hc_concentration,23.38,pptv
1940,gcam,0,CH3CCl3_halocarbon,hc_concentration,0,pptv
1940,gcam,0,HCF22_halocarbon,hc_concentration,0.05791,pptv
1940,gcam,0,HCF141b_halocarbon,hc_concentration,0,pptv
1940,gcam,0,HCF142b_halocarbon,hc_concentration,0,pptv
1940,gcam,0,halon1211_halocarbon,hc_concentration,0,pptv
1940,gcam,0,halon1301_halocarbon,hc_concentration,0,pptv
1940,gcam,0,halon2402_halocarbon,hc_concentration,0,pptv
1940,gcam,0,CH3Br_halocarbon,hc_concentration,6.445,pptv
1940,gcam,0,CH3Cl_halocarbon,hc_concentration,443.8,pptv
1940,gcam,0,ocean,atm_ocean_flux_HL,1.093,Pg C/yr
1940,gcam,0,ocean,atm_ocean_flux_LL,-0.6418,Pg C/yr
1940,gcam,0,ocean,carbon_DO,2.601e+04,Pg C
1940,gcam,0,ocean,carbon_HL,141.1,Pg C
1940,gcam,0,ocean,carbon_IO,8423,Pg C
1940,gcam,0,ocean,carbon_LL,787.5,Pg C
1940,gcam,0,ocean,DIC_HL,2118,umol/kg
1940,gcam,0,ocean,DIC_LL,2087,umol/kg
1940,gcam,0,ocean,HL_DO_Cflux,99.75,Pg C/yr
1940,gcam,0,ocean,atm_ocean_flux,0.451,Pg C/yr
1940,gcam,0,ocean,OmegaAr_HL,2.185,(unitless)
1940,gcam,0,ocean,OmegaAr_LL,4.08,(unitless)
1940,gcam,0,ocean,OmegaCa_HL,3.474,(unitless)
1940,gcam,0,ocean,OmegaCa_LL,6.247,(unitless)
1940,gcam,0,ocean,PCO2_HL,246.9,uatm
1940,gcam,0,ocean,PCO2_LL,298.5,uatm
1940,gcam,0,ocean,pH_HL,8.224,pH
1940,gcam,0,ocean,pH_LL,8.172,pH
1940,gcam,0,ocean,Temp_HL,2.132,degC
1940,gcam,0,ocean,Temp_LL,22.13,degC
1940,gcam,0,ocean,ocean_c,3.536e+04,Pg C
1940,gcam,0,ocean,CO3_HL,144.9,umol/kg
1940,gcam,0,ocean,CO3_LL,259.5,umol/kg
1940,gcam,0,ocean,ocean_timesteps,1,(unitless)
1940,gcam,0,ocean,Revelle_HL,14.62,(unitless)
1940,gcam,0,ocean,Revelle_LL,8.039,(unitless)
1940,gcam,0,simpleNbox,atm_land_flux,0.2315,Pg C/yr
1940,gcam,0,simpleNbox,npp,51.08,Pg C/yr
1940,gcam,0,simpleNbox,rh,50.08,Pg C/yr
1940,gcam,0,simpleNbox,Ca,293.2,ppmv CO2
1940,gcam,0,simpleNbox,atmos_c,625,Pg C
1940,gcam,0,simpleNbox,atmos_c_residual,0,Pg C
1940,gcam,0,simpleNbox,veg_c,505.3,Pg C
1940,gcam,0,simpleNbox,detritus_c,56.28,Pg C
1940,gcam,0,simpleNbox,soil_c,1788,Pg C
1940,gcam,0,simpleNbox,earth_c,-47.94,Pg C
1940,gcam,0,forcing,FBC,0.3484,W/m2
1940,gcam,0,forcing,FC2F6,8.222e-05,W/m2
1940,gcam,0,forcing,FCCl4,0.003039,W/m2
1940,gcam,0,forcing,FCF4,0.0001724,W/m2
1940,gcam,0,forcing,FCFC11,4.725e-06,W/m2
1940,gcam,0,forcing,FCFC113,0,W/m2
1940,gcam,0,forcing,FCFC114,1.637e-05,W/m2
1940,gcam,0,forcing,FCFC115,0,W/m2
1940,gcam,0,forcing,FCFC12,0.0001017,W/m2
1940,gcam,0,forcing,FCH3Br,5.096e-09,W/m2
1940,gcam,0,forcing,FCH3CCl3,0,W/m2
1940,gcam,0,forcing,FCH3Cl,-1.286e-05,W/m2
1940,gcam,0,forcing,FCH4,0.2995,W/m2
1940,gcam,0,forcing,FCO2,0.3212,W/m2
1940,gcam,0,forcing,FH2O,0.01701,W/m2
1940,gcam,0,forcing,FHCF141b,0,W/m2
1940,gcam,0,forcing,FHCF142b,0,W/m2
1940,gcam,0,forcing,FHCF22,1.158e-05,W/m2
1940,gcam,0,forcing,FHFC125,0,W/m2
1940,gcam,0,forcing,FHFC134a,0,W/m2
1940,gcam,0,forcing,FHFC143a,0,W/m2
1940,gcam,0,forcing,FHFC227ea,0,W/m2
1940,gcam,0,forcing,FHFC23,0,W/m2
1940,gcam,0,forcing,FHFC245fa,0,W/m2
1940,gcam,0,forcing,FHFC32,0,W/m2
1940,gcam,0,forcing,FHFC4310,0,W/m2
1940,gcam,0,forcing,FN2O,0.03186,W/m2
1940,gcam,0,forcing,FO3,0.2224,W/m2
1940,gcam,0,forcing,FOC,-0.2909,W/m2
1940,gcam,0,forcing,FSF6,0,W/m2
1940,gcam,0,forcing,FSO2d,-0.1785,W/m2
1940,gcam,0,forcing,FSO2i,-0.3658,W/m2
1940,gcam,0,forcing,Fhalon1211,0,W/m2
1940,gcam,0,forcing,Fhalon1301,0,W/m2
1940,gcam,0,forcing,Fhalon2402,0,W/m2
1940,gcam,0,forcing,Ftalbedo,-0.19,W/m2
1940,gcam,0,forcing,Ftot,0.2185,W/m2
1940,gcam,0,forcing,Fvol,0,W/m2
1940,gcam,0,temperature,Tgav,0.1323,degC
1940,gcam,0,temperature,flux_mixed,0.001109,W/m2
1940,gcam,0,temperature,flux_interior,0.08069,W/m2
1940,gcam,0,temperature,heatflux,0.07776,W/m2
1941,gcam,0,OH,TAU_OH,8.313,Years
1941,gcam,0,CH4,CH4,1227,ppbv CH4
1941,gcam,0,ozone,O3,37.76,DU O3
1941,gcam,0,N2O,N2O,283.4,ppbv N2O
1941,gcam,0,CF4_halocarbon,hc_concentration,37.34,pptv
1941,gcam,0,C2F6_halocarbon,hc_concentration,0.3329,pptv
1941,gcam,0,HFC23_halocarbon,hc_concentration,0,pptv
1941,gcam,0,HFC32_halocarbon,hc_concentration,0,pptv
1941,gcam,0,HFC4310_halocarbon,hc_concentration,0,pptv
1941,gcam,0,HFC125_halocarbon,hc_concentration,0,pptv
1941,gcam,0,HFC134a_halocarbon,hc_concentration,0,pptv
1941,gcam,0,HFC143a_halocarbon,hc_concentration,0,pptv
1941,gcam,0,HFC227ea_halocarbon,hc_concentration,0,pptv
1941,gcam,0,HFC245fa_halocarbon,hc_concentration,0,pptv
1941,gcam,0,SF6_halocarbon,hc_concentration,0,pptv
1941,gcam,0,CFC11_halocarbon,hc_concentration,0.02492,pptv
1941,gcam,0,CFC12_halocarbon,hc_concentration,0.4477,pptv
1941,gcam,0,CFC113_halocarbon,hc_concentration,0,pptv
1941,gcam,0,CFC114_halocarbon,hc_concentration,0.07162,pptv
1941,gcam,0,CFC115_halocarbon,hc_concentration,0,pptv
1941,gcam,0,CCl4_halocarbon,hc_concentration,24.36,pptv
1941,gcam,0,CH3CCl3_halocarbon,hc_concentration,0,pptv
1941,gcam,0,HCF22_halocarbon,hc_concentration,0.09404,pptv
1941,gcam,0,HCF141b_halocarbon,hc_concentration,0,pptv
1941,gcam,0,HCF142b_halocarbon,hc_concentration,0,pptv
1941,gcam,0,halon1211_halocarbon,hc_concentration,0,pptv
1941,gcam,0,halon1301_halocarbon,hc_concentration,0,pptv
1941,gcam,0,halon2402_halocarbon,hc_concentration,0,pptv
1941,gcam,0,CH3Br_halocarbon,hc_concentration,6.445,pptv
1941,gcam,0,CH3Cl_halocarbon,hc_concentration,443.8,pptv
1941,gcam,0,ocean,atm_ocean_flux_HL,1.095,Pg C/yr
1941,gcam,0,ocean,atm_ocean_flux_LL,-0.6336,Pg C/yr
