Date,BC_emissions,C2F6_emissions,CCl4_emissions,CF4_emissions,CFC11_emissions,CFC113_emissions,CFC114_emissions,CFC115_emissions,CFC12_emissions,CH3Br_emissions,CH3CCl3_emissions,CH3Cl_emissions,CH4_emissions,CO_emissions,ffi_emissions,halon1211_emissions,halon1301_emissions,halon2402_emissions,HCFC141b_emissions,HCFC142b_emissions,HCFC22_emissions,HFC125_emissions,HFC134a_emissions,HFC143a_emissions,HFC227ea_emissions,HFC23_emissions,HFC245fa_emissions,HFC32_emissions,HFC4310_emissions,luc_emissions,N2O_emissions,NOX_emissions,OC_emissions,SF6_emissions,SO2_emissions,NMVOC_emissions
1799,2.207292165,0,0.024856862,0.010071964,0,0,0,0,0,104.99068,0,4270.6431,26.70648817,363.4860469,0.205559112,0.007723273,0,0,0,0,0,0,0,0,2.61E-06,0,0,0.000168006,0,0.198200537,0.068494055,4.058749048,16.03734279,0,1329.618418,61.4962302
1800,2.215974055,0,0.024856862,0.010071225,0,0,0,0,0,104.95838,0,4268.9449,27.05634308,365.8466368,0.209695348,0.007723273,0,0,0,0,0,0,0,0,2.64E-06,0,0,0.000171953,0,0.201846856,0.069788063,4.04284822,16.2421417,0,1348.243911,62.00320914
1801,2.21940169,0,0.024856862,0.010071225,0,0,0,0,0,105.01099,0,4271.7107,27.12488718,364.9170684,0.213347901,0.007723273,0,0,0,0,0,0,0,0,2.68E-06,0,0,0.000176172,0,0.205560256,0.071106517,4.099452921,16.06373322,0,1343.166588,61.66564779
1802,2.202692661,0,0.024856862,0.010071225,0,0,0,0,0,104.99468,0,4270.8532,27.33978432,362.9627075,0.219452623,0.007723273,0,0,0,0,0,0,0,0,2.72E-06,0,0,0.00018017,0,0.209341973,0.072449881,3.987671957,16.07582361,0,1362.600857,61.32615659
1803,2.180015828,0,0.024856862,0.010071225,0,0,0,0,0,105.0108,0,4271.7009,27.32049985,358.65078,0.221951913,0.007723273,0,0,0,0,0,0,0,0,2.75E-06,0,0,0.000184276,0,0.213193262,0.073818623,3.94459722,15.83103088,0,1336.891877,60.40434182
1804,2.197298087,0,0.024856862,0.010071225,0,0,0,0,0,105.0121,0,4271.7691,27.46474997,359.528696,0.226675202,0.007723273,0,0,0,0,0,0,0,0,2.79E-06,0,0,0.000188332,0,0.217115404,0.075213224,4.046801328,15.67624811,0,1344.84068,60.36470275
1805,2.215042398,0,0.024856862,0.010071225,0,0,0,0,0,104.98963,0,4270.588,27.9507982,364.3037043,0.230455604,0.007723273,0,0,0,0,0,0,0,0,2.82E-06,0,0,0.000192303,0,0.221109703,0.076634172,4.017580349,16.0941548,0,1363.827457,61.31991146
1806,2.222822585,0,0.024856862,0.010071225,0,0,0,0,0,104.98239,0,4270.2074,28.13437245,364.3432293,0.23495804,0.007723273,0,0,0,0,0,0,0,0,2.86E-06,0,0,0.000196327,0,0.225177484,0.078081965,4.052591153,15.95144317,0,1367.095104,61.22344968
1807,2.239871982,0,0.024856862,0.010071225,0,0,0,0,0,104.99423,0,4270.8298,28.45865603,367.2349328,0.2397839,0.007723273,0,0,0,0,0,0,0,0,2.90E-06,0,0,0.000200421,0,0.229320101,0.07955711,4.083666598,16.11756408,0,1386.478,61.70646914
1808,2.311936484,0,0.024856862,0.010071225,0,0,0,0,0,104.95199,0,4268.6094,29.18524117,380.035272,0.243318093,0.007723273,0,0,0,0,0,0,0,0,2.93E-06,0,0,0.000204308,0,0.233538931,0.081060124,4.254693231,16.7315469,0,1422.24382,64.08195973
1809,2.26744264,0,0.024856862,0.010071225,0,0,0,0,0,104.979,0,4270.0292,29.12865813,372.8486855,0.247623148,0.007723273,0,0,0,0,0,0,0,0,2.97E-06,0,0,0.000208462,0,0.237835374,0.082591533,4.118503001,16.44016599,0,1399.852731,62.71002213
1810,2.279523716,0,0.024856862,0.010071225,0,0,0,0,0,104.93988,0,4267.9729,29.42453242,374.7180119,0.25261724,0.007723273,0,0,0,0,0,0,0,0,3.00E-06,0,0,0.000212353,0,0.24221086,0.084151874,4.141000825,16.52538808,0,1410.889853,62.97351665
1811,2.252530236,0,0.024856862,0.010071225,0,0,0,0,0,104.96903,0,4269.505,29.40578756,369.2694863,0.257675074,0.007723273,0,0,0,0,0,0,0,0,3.04E-06,0,0,0.000216519,0,0.246666843,0.085741693,4.096214556,16.18886557,0,1400.40659,61.829606
1812,2.228006935,0,0.024856862,0.010071225,0,0,0,0,0,104.99029,0,4270.6225,29.4202985,364.5806875,0.262593813,0.007723273,0,0,0,0,0,0,0,0,3.07E-06,0,0,0.000220657,0,0.251204802,0.087361548,4.051521169,15.92905063,0,1391.624548,60.85746997
1813,2.231996859,0,0.024856862,0.010071225,0,0,0,0,0,104.97005,0,4269.5589,29.77847603,365.9138874,0.267268394,0.007723273,0,0,0,0,0,0,0,0,3.11E-06,0,0,0.00022462,0,0.255826247,0.089012005,4.018176403,16.06491504,0,1397.053254,61.1361302
1814,2.291579691,0,0.024856862,0.010071225,0,0,0,0,0,104.93884,0,4267.9182,30.54785186,377.9855417,0.272229341,0.007723273,0,0,0,0,0,0,0,0,3.14E-06,0,0,0.000228532,0,0.260532713,0.090693643,4.125616134,16.71992349,0,1445.733557,63.49192823
1815,2.287324694,0,0.024856862,0.010071225,0,0,0,0,0,104.94955,0,4268.4808,30.64433954,375.5806648,0.277412557,0.007723273,0,0,0,0,0,0,0,0,3.18E-06,0,0,0.000232625,0,0.265325765,0.092407051,4.158150502,16.48749688,0,1439.462969,62.8715757
1816,2.261022,0,0.024856862,0.010071225,0,0,0,0,0,104.93504,0,4267.7184,30.79985622,371.6298228,0.283581453,0.007723273,0,0,0,0,0,0,0,0,3.22E-06,0,0,0.000236606,0,0.270206994,0.09415283,4.04108898,16.39503385,0,1446.130378,62.14643252
1817,2.296180569,0,0.024856862,0.010071225,0,0,0,0,0,104.95336,0,4268.6815,31.19839541,376.4429441,0.289139671,0.007723273,0,0,0,0,0,0,0,0,3.25E-06,0,0,0.000240736,0,0.275178025,0.09593159,4.161499926,16.51722865,0,1468.566024,62.94153101
1818,2.335490105,0,0.024856862,0.010071225,0,0,0,0,0,104.94012,0,4267.9855,31.68760832,383.9142096,0.294286844,0.007723273,0,0,0,0,0,0,0,0,3.29E-06,0,0,0.000244721,0,0.280240508,0.097743955,4.295394176,16.84964888,0,1499.81775,64.26768049
